Gene	WT_RNA_Rep1	WT_RNA_Rep2	WT_RNA_Rep3	Null_RNA_Rep1	Null_RNA_Rep2	Null_RNA_Rep3
TIMM22	1240	866	1312	1701	1720	1261
NXN	3771	3203	3531	5120	5442	3502
RPH3AL-AS1	0	1	0	2	2	2
LOC105371425	0	2	0	0	0	0
RPH3AL	158	103	120	142	110	96
LOC124903606	0	0	0	0	0	0
LOC107984761	0	0	0	0	0	0
LOC107984089	0	0	0	1	0	0
FMN1	108	71	50	344	284	114
GREM1-AS1	0	0	0	0	0	0
GREM1	80	77	56	49	45	16
LOC105370756	3	4	4	1	1	0
SCG5-AS1	1	0	0	0	0	0
SCG5	0	0	0	0	0	0
ARHGAP11A-SCG5	0	0	0	0	0	0
ARHGAP11A	1203	1114	904	1834	1237	660
RN7SL286P	0	1	0	1	0	0
GOLGA8N	43	79	110	44	27	29
ARHGAP11A-DT	18	18	13	13	1	4
LINC02256	6	5	3	2	0	0
WHAMMP1	55	88	64	74	61	29
LOC107984723	0	0	0	0	0	0
LOC101060588	0	0	0	0	0	0
RNU6-18P	0	0	0	1	0	0
LOC102724078	68	70	94	154	103	52
CHRNA7	321	227	338	305	228	162
LOC124903441	0	0	0	0	0	0
LOC124900362	0	0	0	0	0	0
DEPDC1P1	85	69	25	51	36	14
OTUD7A	107	75	75	81	59	39
LOC400347	5	3	3	6	13	4
UBE2CP4	0	1	0	0	0	0
LOC105370939	1	0	2	2	7	8
KLF13	2433	1713	2268	1636	1497	860
LINC03034	11	9	17	2	1	14
LOC107984092	0	0	0	0	0	0
LINC02352	6	17	20	2	2	2
LOC107984779	0	0	0	0	0	0
MIR211	0	0	0	0	0	0
LOC105370752	0	0	0	0	1	0
TRPM1	3	0	0	4	7	7
RNU6-466P	0	0	0	0	0	0
MTMR10	627	429	478	827	581	342
FAN1	1326	1147	1173	1550	1218	606
LOC388104	29	23	47	34	39	31
LOC100629121	1	0	0	0	0	1
HERC2P10	11	18	12	7	6	6
LOC124903453	17	18	18	37	12	17
LOC124900565	0	0	0	0	0	0
RN7SL82P	1	1	0	2	0	0
LOC124905372	0	0	0	0	0	0
LOC101930434	1	12	0	1	3	2
LOC100288637	408	315	350	318	219	137
ARHGAP11B	546	549	314	639	503	178
RN7SL628P	1	0	0	2	0	0
GOLGA8H	78	101	151	102	40	73
ARHGAP11B-DT	78	67	61	31	11	12
LOC124900357	0	0	0	0	0	0
ULK4P1	93	87	127	78	52	54
DNM1P29	3	10	5	3	0	1
RN7SL196P	0	1	0	1	0	0
LOC100288482	5	6	1	0	0	0
GOLGA8R	58	59	99	43	28	29
LOC105376704	18	19	16	8	2	2
MPHOSPH10P3	2	1	0	0	0	0
LOC124903452	0	0	0	0	0	1
RN7SL796P	0	2	0	0	0	0
GOLGA8Q	59	73	104	48	34	44
DNM1P50	3	9	11	3	0	1
ULK4P2	85	89	115	68	47	44
LOC124900358	0	0	0	0	0	0
LOC105370751	50	47	92	133	72	52
CHRFAM7A	273	201	288	250	173	142
RNU6-17P	0	0	0	0	0	0
LOC728424	2	6	1	22	13	4
LINC02249	29	22	30	72	68	36
LOC105370747	0	0	0	0	0	0
LOC105370746	0	0	1	1	0	1
DNM1P30	0	0	0	2	1	0
RN7SL469P	1	1	0	3	0	0
LOC101929922	0	0	0	0	0	0
GOLGA8T	69	105	161	92	53	64
LOC124900359	0	0	0	0	0	0
ULK4P3	88	86	130	68	53	51
DNM1P28	3	9	5	2	0	1
RN7SL673P	1	0	0	3	0	0
GOLGA8J	60	82	139	82	28	44
SYNGR2P1	13	10	9	9	8	11
NCAPGP2	25	15	12	11	9	9
HMGN2P5	3769	2824	4142	3854	3093	2350
TJP1	4181	2778	2635	5053	4661	1920
LOC105370743	9	5	19	12	12	9
LOC100130111	25	13	20	24	18	21
TUBBP8	0	0	0	0	2	0
NSMCE3	1096	912	1126	1341	1430	1024
LOC100420707	0	0	0	0	0	0
FAM189A1	193	138	194	200	204	113
APBA2	2034	1500	1484	1181	1137	715
PDCD6IPP2	320	295	419	339	290	223
LOC100289656	49	20	27	54	59	27
LOC100996670	0	0	2	1	1	0
WHAMMP2	24	43	50	28	24	13
RN7SL719P	0	0	0	1	0	0
LOC107984746	2	2	0	2	0	0
GOLGA8M	21	26	50	29	10	17
LOC100419574	23	21	24	48	24	17
HERC2P9	1441	1339	1447	1938	1329	815
LOC124903450	1371	1313	658	1494	1094	269
HERC2P11	33	40	48	38	16	19
LOC105369220	0	0	0	0	0	0
LOC100132202	0	0	0	2	2	1
MPHOSPH10P8	1	0	0	0	0	0
GOLGA8G	2	0	0	4	0	0
ABCB10P4	26	15	5	40	32	20
MIR4509-3	0	0	0	0	0	0
LOC101059997	3	0	1	0	1	0
MIR4509-2	0	0	0	0	0	0
ABCB10P3	20	13	5	40	27	18
RN7SL238P	0	0	0	0	0	0
GOLGA8F	1	0	0	1	0	0
MPHOSPH10P7	0	0	0	0	0	0
GOLGA6L22	0	0	0	2	1	1
LOC101060587	0	0	0	0	0	0
HERC2P1	15	17	9	12	7	5
LOC124905371	0	0	0	0	0	0
RPL41P2	462	337	727	389	362	282
HERC2	6350	4233	3823	8310	6069	2787
RPL5P32	0	0	2	0	0	0
OCA2	15	24	18	63	44	33
LOC100421667	1	0	0	0	0	0
MIR4509-1	0	0	0	0	0	0
ABCB10P1	25	7	10	39	32	31
RN7SL106P	0	0	0	0	0	0
GOLGA8DP	0	0	1	1	0	1
MPHOSPH10P5	0	0	0	0	0	0
GOLGA6L1	0	0	0	2	2	1
LOC101060118	0	0	0	0	0	0
ELMO2P1	0	0	0	1	0	0
TUBGCP5	1172	981	998	1150	880	598
PRB1	0	0	0	1	0	0
PRB4	0	0	0	0	0	0
PRB3	8	5	13	79	68	56
LOC100420583	0	0	0	0	0	0
LOC107987435	11	12	16	24	8	5
TAS2R42	0	1	0	2	0	1
TAS2R67P	3	2	1	12	5	0
SMIM10L1	951	591	795	1422	1177	660
TAS2R18P	0	0	0	2	1	1
TAS2R30	0	0	0	0	1	0
TAS2R45	0	0	0	0	0	0
TAS2R68P	0	0	0	0	0	0
TAS2R46	1	0	0	2	0	0
TAS2R63P	0	0	0	0	1	0
TAS2R31	9	7	4	4	8	2
TAS2R19	8	9	3	3	6	0
TAS2R20	18	19	48	18	25	11
TAS2R50	0	0	2	2	0	0
TAS2R15P	0	2	1	2	1	1
TAS2R14	7	0	7	10	5	2
PRH1-TAS2R14	0	0	0	0	0	0
PRH2	9	20	10	13	7	11
TAS2R13	0	0	1	3	0	0
TAS2R12P	0	0	0	1	1	0
PRH1	0	0	2	0	0	1
PRR4	2	1	0	0	1	0
PRH1-PRR4	0	0	0	0	0	0
LOC100420580	0	1	1	0	0	0
TAS2R10	3	2	0	3	1	1
TAS2R9	0	0	0	0	0	0
TAS2R8	0	0	0	0	0	0
TAS2R7	0	0	0	0	0	0
IFITM10	9	9	8	3	10	7
KRTAP5-6	0	1	0	0	0	0
LINC02708	3	2	2	0	2	1
LOC124905370	0	0	0	0	0	0
FAM99B	0	0	0	0	5	0
FAM99A	0	0	0	0	6	1
KRTAP5-5	1	0	0	0	0	1
KRTAP5-4	0	0	0	1	0	1
KRTAP5-3	1	1	1	0	0	0
KRTAP5-2	0	0	0	0	0	0
KRTAP5-1	1	0	0	6	9	7
KRTAP5-AS1	1	1	3	7	5	3
DUSP8	29	25	39	195	282	220
LOC105379586	1	0	1	3	3	0
LOC105377775	0	0	0	0	0	0
LOC105379627	0	0	0	0	0	0
FAM20C	2567	1209	1791	2584	2199	1298
LOC105375115	0	0	0	0	0	0
LINC03014	12	24	20	9	7	6
LINC03015	44	24	30	46	33	14
LOC105375114	2	0	0	12	6	6
LOC101929756	4	1	0	14	17	6
LOC105375113	13	13	23	161	125	67
LOC105375112	2	3	1	9	8	2
LOC102723872	64	74	39	58	30	17
RNU1-79P	0	0	0	0	0	0
LOC107987429	0	0	0	0	0	0
LOC124905367	0	0	0	0	0	0
ABCF1-DT	0	0	0	0	0	0
HCG4P5	0	0	0	0	0	0
LOC124905366	0	0	0	0	0	0
LOC107987427	0	0	0	0	0	0
LOC124905365	0	0	0	0	0	0
LOC105375006	0	0	0	0	0	0
TRA-CGC5-1	0	0	0	0	0	0
TRA-CGC2-1	0	0	0	0	0	0
TRA-AGC4-1	0	0	0	0	0	0
LINC00533	2	0	0	3	3	4
TRT-CGT3-1	0	0	0	0	0	0
TRA-TGC2-1	0	0	0	0	0	0
TRA-TGC9-1	0	1	0	0	1	1
LOC105374996	1	2	3	2	2	0
TRA-AGC3-1	0	0	0	0	2	0
TRS-GCT4-1	0	0	0	0	0	0
TRQ-TTG2-1	0	0	0	0	0	0
ZBED9	254	222	170	211	177	71
TRR-TCG5-1	0	0	0	0	0	0
LOC107986586	0	1	2	0	0	0
TRI-TAT3-1	1	0	0	2	0	1
GPX5	0	0	3	3	0	0
GPX6	0	0	0	0	0	0
PROP1	0	0	0	0	0	0
SUDS3P1	123	96	73	188	177	73
LOC100128340	13	9	20	33	21	18
LOC124901146	1	0	0	2	0	0
LOC728554	3381	3167	4537	3589	3660	2849
MCCC2	1115	909	1229	1582	1368	902
LOC124900999	0	1	0	1	1	0
HMGN1P12	0	0	0	0	0	0
LOC100419852	0	0	0	0	0	0
BDP1	1151	1129	470	1500	1383	304
LOC107987420	0	0	0	0	1	0
PMCHL2	0	0	0	0	0	0
LOC105379025	0	0	0	0	0	0
LINC02197	2	0	0	1	1	3
LOC441081	53	61	33	32	33	17
GUSBP17	262	149	237	115	112	72
LOC107987433	0	0	0	0	0	0
LOC728452	0	0	0	0	0	0
GUSBP9	196	201	136	139	100	66
CDH12P4	55	41	50	27	14	14
NAIPP4	216	229	174	203	133	57
GTF2H2	1929	1564	1632	2703	2164	1372
NAIPP1	54	58	53	38	26	15
NAIP	252	250	210	234	147	63
SMN1	2982	3088	3721	4030	3438	2675
SERF1A	1424	1109	1701	1250	1029	770
CDH12P3	72	57	73	37	20	17
NAIPP2	231	245	194	224	144	59
SMN2	2879	2885	3509	3841	3274	2520
SERF1B	1378	1094	1669	1225	1009	756
CDH12P2	74	62	75	37	20	17
LOC105369228	0	0	0	0	0	0
LOC105379023	0	0	0	0	0	0
LOC112268330	0	0	0	0	0	0
LOC728506	34	36	20	33	18	15
GUSBP15	807	796	548	423	294	193
LOC105379623	0	1	1	2	2	1
RARRES2P4	1	3	1	6	8	0
FRG2	0	0	0	4	6	2
DUX4L9	0	0	0	1	2	0
RNA5SP175	0	0	0	0	0	0
RNA5SP174	0	1	1	1	0	1
TUBB7P	13	15	21	20	19	12
MLLT10P2	0	0	0	0	0	0
FRG1	824	778	1023	984	971	729
LOC124905369	0	0	0	0	0	0
LINC01881	27	37	27	51	45	22
LINC01880	1	0	0	1	0	0
LOC105373980	1	0	0	0	0	0
LOC285097	19	21	20	17	5	7
LINC01238	22	36	28	15	6	10
LINC01237	9	7	9	8	3	5
LOC124905368	0	0	0	0	1	0
IGKV1OR2-118	0	0	0	0	0	1
LOC101926946	0	0	0	0	0	1
LOC105374866	0	0	0	0	0	0
OR2G6	0	0	0	0	0	0
OR2AS2P	0	0	0	0	0	0
OR2T5	0	0	0	0	0	0
OR2T3	0	0	0	0	0	0
LOC105373279	0	0	0	0	0	0
OR2T2	0	0	0	0	0	0
OR2T7	0	0	0	0	0	0
OR2T1	0	0	0	0	0	0
OR2T6	0	0	0	0	0	0
OR2T4	0	0	0	1	0	0
TBX22	17	21	12	311	443	94
LOC124900587	0	0	0	0	0	0
APOBEC3A_B	0	0	0	0	0	0
LOC105373032	1	0	0	2	0	0
NCF4	0	0	0	0	0	0
NCF4-AS1	0	0	0	0	0	0
PVALB	37	43	60	8	6	10
NDUFA9P1	1	0	0	0	1	0
RPL41P3	21468	19431	28129	19045	18456	14414
RBFOX2	5243	4534	4245	4605	4332	2284
APOL5	0	0	2	0	1	0
MRPS16P3	0	0	0	0	0	0
CABIN1	4029	3743	3174	4163	3663	2022
LOC105372959	4	0	1	15	16	15
GSTTP2	0	0	0	0	0	0
GSTT1	0	0	0	0	0	0
GSTT1-AS1	0	0	0	0	0	0
LOC391322	0	0	0	0	0	0
LOC100420769	0	0	0	0	0	0
EIF4EBP1P2	0	0	0	0	0	0
MTND1P13	0	0	0	0	0	0
GSTT4	3	6	2	1	2	1
GSTT2	50	79	107	240	220	241
DDT	1269	1132	1110	1919	2112	1735
DDTL	1339	1220	1175	2053	2132	1783
GSTT2B	68	116	144	313	314	381
LOC100652871	1	4	2	0	1	1
LOC100129358	32	41	51	48	39	18
MIF	0	0	0	0	0	0
MIF-AS1	58	49	46	44	31	23
RN7SL268P	9	7	6	9	8	2
SLC2A11	285	298	360	295	222	132
DERL3	98	101	88	51	66	40
SMARCB1	5438	4804	5516	5396	5155	3555
MMP11	395	296	381	72	89	45
LOC107985577	3	5	0	1	1	0
CHCHD10	767	564	909	1034	957	929
C22orf15	21	21	27	3	5	1
LOC648771	0	0	0	0	0	0
LINC02557	0	0	0	0	0	0
LOC124905361	0	0	0	0	0	0
FAM230I	2	6	11	2	6	4
LINC01659	11	14	6	6	10	2
LOC107985555	14	10	22	30	30	8
ZDHHC8P1	45	48	43	47	46	34
CES5AP1	0	1	0	0	0	0
LL22NC03-63E9.3	0	0	0	0	0	0
PRAME	0	0	0	0	0	0
LOC105379601	0	0	0	0	0	0
LOC124905161	0	0	0	0	0	0
ZNF280A	0	0	0	0	0	0
LOC105379602	0	0	0	0	0	0
ZNF280B	0	0	0	0	0	0
LOC100736412	0	0	0	0	0	0
LOC105379603	0	0	0	0	0	0
IGLV5-37	0	0	0	0	0	0
LOC105379604	0	0	0	0	0	0
LOC102725003	0	0	0	0	0	0
LOC105379605	0	0	0	0	0	0
IGLV5-39	0	0	0	0	0	0
IGLV7-43	0	0	0	0	0	0
LOC102724999	0	0	0	0	0	0
IGLV5-45	0	0	0	0	0	0
SNORD159	28	36	16	25	14	10
LSS	5056	4190	4687	6771	6415	4272
SPATC1L	875	766	928	1100	1026	966
FTCD-AS1	0	0	0	1	0	3
FTCD	13	13	29	85	53	36
GART	5528	4668	5868	6232	5645	3639
DNAJC28	109	75	102	73	49	41
RPS5P3	0	0	0	0	0	0
TMEM50B	326	360	381	388	344	225
IFNGR2	744	736	994	849	891	604
C21orf62	2	5	2	0	0	1
C21orf62-AS1	8	9	10	1	1	1
PAXBP1	1699	1505	1101	1572	1121	515
RNU4-45P	0	0	0	0	0	0
LOC100420035	0	0	0	0	0	0
LOC105379618	0	0	0	0	0	0
LINC00308	0	0	0	0	0	0
LOC100134423	0	0	0	0	0	0
BTG3-AS1	10	10	9	2	8	1
BTG3	544	587	683	200	189	115
LOC107987418	0	0	0	0	0	0
NEK4P1	0	0	0	0	0	0
LOC107985511	0	0	0	0	0	0
PCMTD2	1734	1521	1417	1530	1419	741
MYT1	57	51	75	37	25	30
LOC105372727	0	0	0	1	0	0
NPBWR2	0	0	0	0	0	0
OPRL1	101	86	120	22	23	24
LOC105372721	2	0	3	3	1	1
KCNQ2	1862	963	1391	1000	713	606
LOC105372704	18	10	6	9	2	1
TAF4	796	575	823	1028	869	519
MIR1257	1	0	0	1	1	0
CDH4	1269	748	765	944	798	366
LOC107985440	0	0	0	1	0	0
LOC107987425	0	0	0	0	0	0
LOC124905364	0	0	0	0	0	0
PCAT19	0	0	0	1	1	1
TPM3P5	429	373	427	583	683	360
PLEKHA3P1	8	5	7	10	7	12
LINC01480	0	0	0	2	1	1
LOC110467527	0	0	0	1	1	0
CEACAM21	1	1	0	2	7	6
CEACAMP3	0	0	0	0	0	0
DNAJC19P2	0	0	0	0	0	0
CEACAM4	0	0	0	0	0	0
DNAJC19P3	0	0	0	0	0	0
LOC105372405	0	0	0	0	0	0
CEACAM7	0	0	0	1	0	0
GPI	10729	13218	13396	13882	13047	8517
GARRE1	1485	1548	1366	1007	963	467
RPL29P33	467	466	525	465	471	372
LSM14A	4915	5239	5648	6018	5034	2972
ZNF92P2	0	0	0	0	0	0
PCGF7P	67	52	98	81	79	42
MTDHP5	0	0	0	0	0	0
VN1R85P	0	0	0	0	0	0
ZNF676	0	0	0	0	0	0
BNIP3P30	0	0	0	0	0	0
LOC107985324	0	0	0	0	0	0
BNIP3P31	0	0	0	0	0	0
ZNF43	789	596	502	541	309	159
BRI3BPP1	0	0	1	0	0	0
CCNYL6	7	11	6	22	23	9
ZNF100	128	113	76	293	212	54
VN1R84P	0	2	0	0	0	0
MTDHP4	0	0	0	0	0	0
MTDHP3	0	0	0	0	0	0
LOC400682	1	0	2	1	4	0
ZNF430	208	219	132	331	257	84
LOC112268247	0	0	0	0	0	0
KRT18P40	0	0	0	1	0	0
ZNF85	1	4	4	0	0	0
LOC100418993	0	0	0	0	0	0
LOC100418992	0	0	0	0	0	0
LOC100418991	0	0	0	0	0	0
LOC100418990	0	0	0	0	0	0
LOC100418989	0	0	0	0	0	0
LOC100418988	0	0	0	0	0	0
LOC100418987	0	0	0	0	0	0
LOC100418986	0	0	0	0	0	0
BNIP3P24	0	0	1	0	0	0
ZNF66	5	3	3	3	2	0
VN1R79P	0	0	0	0	0	0
LOC100533638	0	0	0	0	0	0
LOC105372319	0	0	0	0	0	0
SBNO2	1194	931	998	1950	1612	1159
MED16	2742	1992	2083	3638	3280	2410
CFD	21	21	9	20	48	50
ELANE	0	0	0	0	0	0
PRTN3	5	9	8	1	0	4
AZU1	13	13	22	4	8	7
CTDP1	1901	1265	1556	2245	2035	1519
CTDP1-DT	1	1	1	1	0	0
LOC124904335	3	2	0	1	2	6
LOC284240	3	4	0	7	4	5
DSEL	525	415	287	646	586	240
LOC100422053	0	0	0	0	0	0
RPLP0P11	0	0	0	0	0	0
SKA1	976	907	1108	1005	881	653
LOC105372114	0	0	0	0	0	0
RNA5SP458	0	0	0	0	0	0
LOC124904095	4	2	5	2	4	6
TBCD	3578	2755	3516	3186	3128	2756
B3GNTL1	232	226	246	144	123	126
LOC124904094	4	2	7	13	14	7
METRNL	221	222	290	221	319	334
SEPTIN9	17612	14069	18069	16940	16092	13574
LOC107984143	0	0	0	0	0	0
SEPTIN9-DT	1	0	0	1	1	0
LACAT1	2	1	0	1	0	0
MYL6P5	0	1	0	0	1	0
RDM1P4	2	0	0	3	0	1
LOC107984156	0	0	0	0	0	0
LOC100294336	0	0	0	0	0	0
LOC101929775	0	0	0	0	0	0
LOC124905344	0	0	0	0	0	0
LOC124905346	0	0	0	0	0	0
LOC107984142	0	0	0	0	0	0
LOC100996747	0	0	0	0	0	0
LOC100996745	0	0	0	0	0	0
LOC124905343	0	0	0	0	0	0
LOC124905345	0	0	0	0	0	0
LOC124905342	0	0	0	0	0	0
LOC124905347	0	0	0	0	0	0
LOC105371799	0	0	0	0	0	0
RN7SL656P	2	2	0	0	1	1
LRRC37A	549	493	553	440	389	199
LOC100996709	0	0	0	0	0	0
NSFP1	0	0	0	0	0	0
LOC101929774	0	0	0	0	0	0
KRTAP16-1	0	0	0	1	0	0
KRTAP17-1	0	1	0	0	2	0
TBC1D3P7	0	0	0	1	0	0
KRT33A	0	0	0	0	0	0
LOC105371778	0	0	0	0	0	0
KRT33B	0	0	0	0	0	0
KRT34	0	0	0	0	0	0
LOC100653049	0	0	0	0	0	0
KRT31	0	0	0	0	0	0
KRT41P	0	0	0	0	0	0
LOC100505782	0	0	0	0	0	0
KRT37	0	0	0	0	1	0
KRTAP9-3	0	0	0	0	0	0
KRTAP9-8	0	0	0	0	2	0
KRTAP4-12	0	0	0	0	0	0
KRTAP4-11	0	0	0	0	0	0
KRTAP4-9	0	0	0	0	0	0
KRTAP4-16	0	0	0	0	0	0
KRTAP4-8	0	0	0	0	0	0
LOC100996750	0	0	0	0	0	0
KRTAP2-5P	0	0	0	0	0	0
KRTAP2-4	1	0	0	0	0	0
KRTAP2-3	1	0	0	0	1	1
KRTAP2-2	1	0	0	0	0	0
KRTAP2-1	1	0	0	0	0	0
KRTAP1-1	0	0	0	0	0	0
KRTAP1-3	0	0	0	0	0	0
KRTAP1-4	0	0	0	0	0	0
KRTAP1-5	0	0	0	0	0	0
KRTAP3-1	0	0	0	0	0	0
KRTAP3-4P	0	0	0	0	0	0
KRTAP3-2	0	0	0	0	0	0
KRTAP3-3	0	0	0	0	0	0
KRT40	0	0	0	0	0	0
KRT39	0	0	0	0	0	0
LOC107985072	0	0	0	0	0	0
KRT23	1	1	0	0	0	3
KRT20	0	0	0	2	0	0
KRT12	0	0	0	1	0	0
LOC105371777	0	0	1	0	0	0
C17orf98	0	0	3	0	0	0
MIR4727	0	0	0	0	1	1
CWC25	693	615	786	810	789	702
PIP4K2B	4116	2995	3280	4188	3616	2614
RNU6-866P	1	0	0	0	0	0
PSMB3	4276	3717	5622	5550	5675	6983
TRN-GTT2-5	0	0	0	0	0	0
LOC100287808	33	35	36	12	5	8
PCGF2	1015	855	1073	1627	1569	1210
RNA5SP440	1	1	0	0	0	0
CISD3	297	176	246	283	277	403
MIR4726	0	0	0	0	0	0
LOC105371762	1	6	5	12	4	14
MLLT6	1299	1033	1131	1953	1571	1043
MIR4734	0	0	0	0	1	0
LOC105371763	21	27	35	33	34	49
EPOP	2016	1110	1878	958	817	1090
LOC105371761	1	1	2	2	0	1
SRCIN1	759	592	608	309	199	202
LOC101929494	112	107	130	160	203	109
ARHGAP23	1060	469	718	1396	1687	1014
SOCS7	1215	1080	1154	1448	1380	922
GPR179	12	6	8	3	9	0
MRPL45	1914	1800	2711	1895	1993	2047
LOC105371760	1	1	0	0	1	0
NPEPPSP1	1233	1187	1177	1275	1209	755
TBC1D3	190	198	281	245	189	176
LOC102723933	0	0	0	1	1	0
RNA5SP526	0	0	0	0	0	0
TBC1D3E	329	390	438	425	381	287
LOC102723851	9	9	7	12	5	2
RNU6-489P	0	0	0	0	0	0
YWHAEP7	0	1	1	2	0	1
LOC105371757	0	0	0	0	0	0
LOC105371754	0	1	1	0	1	0
LOC107985009	0	0	0	0	0	0
HNF1B	29	60	42	144	236	153
MIR378J	1	2	1	1	3	2
DDX52	1622	1096	1213	2455	2171	1685
LOC105371755	0	0	0	0	0	0
SYNRG	2137	1742	1604	1720	1499	958
DUSP14	492	418	553	659	838	761
LOC100419621	2	1	0	0	0	0
TADA2A	802	590	812	750	622	544
C17orf78	2	2	0	1	0	0
SNORA90	0	0	0	0	0	0
RPL18AP12	0	0	0	0	0	1
HMGB1P24	24	9	53	14	10	7
RPS2P49	1	1	3	0	2	0
ACACA	6028	4601	4174	4405	3673	2676
LOC105371753	1	0	0	2	0	0
MIR2909	0	0	0	0	0	0
AATF	1901	1451	2224	3511	3527	3422
LHX1	59	23	2	455	1043	367
LHX1-DT	17	6	11	57	130	47
LOC105371750	30	32	45	15	11	4
LOC105379600	0	0	0	0	0	0
LOC105371751	2	4	2	2	2	4
LOC105376836	0	0	0	0	0	0
MRM1	299	192	314	736	837	944
LOC107985031	22	20	31	31	16	20
DHRS11	734	596	1011	755	559	754
RPS2P50	6	4	1	5	2	2
GGNBP2	1332	1284	1239	1781	1599	1128
PIGW	630	402	574	1046	869	576
MYO19	2372	2140	2297	2447	2205	1899
RNA5SP439	1	1	1	1	1	0
ZNHIT3	1465	1350	1644	1351	1384	1312
LOC105371749	8	11	13	5	7	13
TBC1D3JP	35	21	24	39	33	28
TBC1D3F	126	111	173	87	135	105
RNU6-1192P	0	0	0	0	0	0
TBC1D3H	0	0	0	0	0	0
LOC100420852	47	33	36	80	62	47
LOC102723414	1	0	0	1	1	1
LOC101060212	468	413	508	590	500	287
LOC102724956	6	8	1	9	5	4
LOC105371747	0	0	2	2	3	1
CCL23	0	0	0	0	0	0
CCL15	0	0	0	0	0	0
CCL15-CCL14	0	0	0	0	0	0
CCL14	0	0	0	0	0	0
CCL16	0	0	0	0	0	0
LYZL6	0	0	0	0	0	0
RDM1	118	213	274	54	45	66
LOC124903988	6	4	8	4	2	0
LOC100133244	10	6	3	3	2	0
LRRC37A9P	12	11	7	5	3	2
LRRC37A8P	80	44	52	43	21	35
CCL5	1	2	0	0	0	1
LOC105371745	2	7	25	5	1	2
LOC107985049	0	1	2	0	1	0
HEATR9	2	3	5	6	0	3
TAF15	7615	6234	9417	9063	6687	7271
MMP28	5	3	1	5	66	19
SERPINF1	937	596	915	841	718	518
SERPINF2	41	41	65	46	28	58
WDR81	1085	378	535	1182	1112	575
MIR22	0	0	0	0	0	0
MIR22HG	116	30	71	459	538	262
TLCD2	57	37	84	75	57	51
PRPF8	19673	15264	15132	23625	20199	10974
RILP	87	83	147	227	271	219
SCARF1	10	18	25	234	230	171
LOC124904121	0	0	0	0	0	0
RN7SL105P	0	0	0	0	0	0
SLC43A2	676	420	505	1640	1625	1116
CRK	2554	2128	2450	3097	2906	1565
YWHAE	29467	26813	33932	33247	28880	20082
ABR-AS1	1	0	0	0	0	0
MRPL14P1	0	0	0	0	0	0
LOC105371480	12	17	31	39	32	39
LOC101929045	0	0	0	0	0	0
LINC02091	0	1	0	1	1	2
DOC2B	75	30	46	142	229	153
SCGB1C2	0	0	0	0	0	0
LOC101929828	19	14	5	13	7	8
LOC101929823	81	122	67	68	81	16
GTF2IP17	0	0	0	1	0	0
LOC124904108	0	0	1	0	0	0
LOC102723777	356	375	364	845	465	182
LOC101929817	315	268	394	683	444	214
UTP4	2577	1766	2473	4100	3840	2883
RNU6-22P	0	0	0	0	0	0
SNTB2	604	657	602	614	571	276
CES5A	0	0	0	2	4	0
CES1	10	11	17	50	179	75
LOC107987423	0	0	0	0	0	0
LOC441750	0	0	0	0	0	0
LOC100133127	0	0	0	0	0	0
LOC105371105	0	0	0	0	0	0
NPIPA7	880	710	1490	1127	741	634
MIR6511A3	0	0	0	0	0	0
PKD1P2	2571	1505	1183	2684	1903	788
MIR6770-2	0	0	0	0	0	0
MIR6511A2	0	0	0	0	0	0
PKD1P1	5564	3692	3694	5580	4263	1979
MIR3180-2	2	0	0	0	0	2
MIR3670-2	0	0	0	0	0	0
MIR3179-2	3	2	9	10	8	4
LOC105371099	11	9	15	23	17	11
NOMO3	6276	5608	6445	8030	8164	4529
LOC105371100	0	0	0	0	0	0
ABCC6	66	61	68	59	70	50
RPL17P40	0	0	0	0	0	0
ABCC1	3553	3786	3381	3209	2521	1736
RPL15P20	2	1	7	1	0	0
LOC107984869	0	0	0	1	0	0
RNU6-213P	1	1	1	1	1	0
CEP20	1177	1253	1603	1246	1180	663
LOC124903651	0	0	0	0	0	0
LOC124903650	0	0	0	0	0	0
MYH11	58	33	57	46	22	7
NDE1	1159	1204	1083	766	755	446
MIR484	0	2	0	0	0	0
LOC124903649	0	0	0	1	2	0
MIR6506	0	0	0	0	0	0
MARF1	1084	1048	828	916	688	364
LOC105371102	1	1	1	1	0	2
BMERB1	1163	772	1117	400	266	311
MPV17L	53	30	67	129	94	71
NPIPA5	1192	888	1856	1474	697	825
LOC105371103	8	5	1	7	1	2
ABCC6P1	26	17	27	28	41	18
ABCC6P2	28	21	27	23	24	25
NOMO1	7180	6364	7367	8881	8991	5088
MIR3179-1	3	2	9	8	8	4
MIR3670-1	0	0	0	0	0	0
MIR3180-1	2	0	0	0	0	2
MIR1972-1	0	0	0	0	0	0
LOC728138	330	199	233	442	448	314
LOC124900586	0	0	0	0	0	0
NPIPA1	6	7	2	10	9	3
LOC124905360	0	0	0	0	0	0
MIR3179-3	3	2	9	10	8	4
MIR3670-3	0	0	0	0	0	0
MIR3180-3	2	0	0	0	0	2
LOC102724992	0	0	0	0	0	0
MIR6511A1	0	0	0	0	0	0
LOC100288162	9	15	22	5	10	5
MIR6770-1	0	0	0	0	0	0
NPIPA2	898	806	1322	765	708	463
PKD1	2093	1262	995	2202	1702	688
LOC102724984	0	0	0	0	0	0
MIR1972-2	0	0	0	0	0	0
NTAN1	662	654	883	556	604	450
RRN3	1301	1111	1277	1587	1593	828
